country,state,abbv,county,city,address,zipcode,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr
United States,Michigan,MI,Genesee,FLUSHING,G-5245 WEST PIERSON RD STE - 1,48433,64552,ACHIEVE HOME HEALTH CARE,239146,2010-11-18,Proprietary,2012-11-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Genesee,FLUSHING,2521 N ELMS ROAD,48433,64552,MERCY PLUS HEALTHCARE SERVICES,239303,2014-12-30,Proprietary,2016-12-30,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,DETROIT,12176 CONANT ST  2ND FLOOR,48212,63952,SUPERB HOME CARE,239145,2010-12-07,Proprietary,2012-12-07,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Kalamazoo,PORTAGE,1615 W CENTRE AVE SUITE 201,49024,66602,LEGACY HOME HEALTHCARE,239161,2011-02-25,Proprietary,2013-02-25,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Lapeer,IMLAY CITY,21 N CEDAR ST SUITE C,48444,65202,COMPAS HOME HEALTH CARE OF MICHIGAN,239165,2011-04-05,Proprietary,2013-04-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Wayne,REDFORD,26065 W SIX MILE RD,48240,66652,NEW VISION HOMECARE,239171,2011-06-01,Proprietary,2013-06-01,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,HAMTRAMCK,11830 JOSEPH CAMPAU STREET,48212,64952,CARING HOME HEALTH SERVICES,239177,2011-07-07,Proprietary,2013-07-07,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,HAMTRAMCK,9320 CONANT STREET,48212,64952,LEADING HOME HEALTH SERVICES,239189,2011-09-07,Proprietary,2013-09-07,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Macomb,ST HEIGHTS,39880 VAN DYKE AVENUE SUITE 204,48313,67327,ULTIMATE HOME CARE,239179,2011-07-11,Proprietary,2013-07-11,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Kent,GRAND RAPIDS,5088 CORPORATE EXCHANGE BLVD SE SUITE 350,49512,64827,AT HOME REHAB,239184,2011-07-27,Proprietary,2013-07-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Wayne,DEARBORN,25121 FORD ROAD,48128,63777,MERCIFUL HEARTS HOME HEALTH CARE,239182,2011-08-11,Proprietary,2013-08-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Oakland,ROCHESTER,1050 W UNIVERSITY DR STE 1,48307,66677,ALPHA HOME CARE,239181,2011-08-29,Proprietary,2013-08-29,YES,YES,YES,NO,Not Available,
United States,Michigan,MI,St. Clair,MARYSVILLE,1750 BUSHA HWY A,48040,65952,SUNCARE HOME HEALTH INC,239191,2011-09-08,Proprietary,2013-09-08,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Roscommon,HOUGHTON LAKE,2250 TOWER HILL ROAD,48629,65127,UNITY HOME CARE SERVICES,239198,2011-09-20,Proprietary,2013-09-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Wayne,GARDEN CITY,161 MERRIMAN ROAD,48135,64677,VITALITY HOME CARE,239202,2011-11-07,Proprietary,2013-11-07,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,GARDEN CITY,1061 INKSTER ROAD,48135,64677,RAINBOW HOME HEALTH CARE SERVICES INC,239249,2012-08-13,Proprietary,2014-08-13,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,GARDEN CITY,29946 FORD RD,48135,64677,KINGS HOME HEALTHCARE,239260,2012-10-31,Proprietary,2014-10-31,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Oakland,FARMINGTON HILLS,33505 W 14 MILE RD SUITE 60,48331,64377,GENTLE TOUCH HOME HEALTH CARE,239216,2011-12-15,Proprietary,2013-12-15,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Grand Traverse,TRAVERSE CITY,2062 N US HIGHWAY 31 S SUITE A,49685,67577,INTEGRITY SKILLED CARE,239233,2012-05-14,Proprietary,2014-05-14,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Wayne,WESTLAND,33300 WARREN RD SUITE 12,48185,68027,ALLIANCE HOME HEALTH CARE,239236,2012-05-16,Proprietary,2014-05-16,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,WESTLAND,33250 WARREN RD SUITE 207,48185,68027,MEDCO HOME HEALTHCARE,239241,2012-05-21,Proprietary,2014-05-21,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Ingham,LANSING,4600 DUNCKEL RD,48910,65602,AMERICARE HOME HEALTH SERVICES,239231,2012-05-31,Proprietary,2014-05-31,YES,YES,YES,NO,Not Available,
United States,Michigan,MI,Ingham,LANSING,2815 S PENNSYLVANIA AVE STE 4,48910,65602,MCLAREN VISITING NURSE & HOSPICE,237008,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Berrien,NILES,423 SYCAMORE ST SUITE 104,49120,66327,MICHIANA HOME CARE,239228,2012-06-07,Proprietary,2014-06-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Berrien,NILES,20 N 2ND ST STE 1,49120,66327,AUNOVA HOME CARE,239301,2014-10-21,Proprietary,2016-10-21,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Berrien,NILES,1723 PUCKER STREET ROAD,49120,66327,ALL NEEDS SENIOR SERVICES,239305,2015-06-05,Proprietary,2015-06-05,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Wayne,BROWNSTOWN,19727 ALLEN RD SUITE 12B,48183,63202,HEALTH LINK HOME CARE,239269,2012-11-26,Proprietary,2014-11-26,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Monroe,LAMBERTVILLE,8336 MONROE ROAD RM206,48144,65552,OHIOANS HOME HEALTHCARE,239285,2013-01-03,Proprietary,2015-01-03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Macomb,UTICA,11111 HALL RD SUITE 404/406,48317,67752,HOLISTIC HOME HEALTH AGENCY,239273,2013-02-05,Proprietary,2015-02-05,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Kent,ROCKFORD,8460 ALGOMA AVE NE SUITE A,49341,66752,CARE PLUS TLC HOME HEALTH,239297,2013-08-12,Proprietary,2015-08-12,YES,YES,YES,NO,Not Available,
United States,Michigan,MI,Macomb,EASTPOINTE,19001 E EIGHT MILE RD,48021,64202,SALVATION HOME CARE,239288,2013-11-13,Proprietary,2015-11-13,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Ingham,LANSING,720 N SYCAMORE,48906,65577,ULTIMATE HEALTHLINK,239302,2014-07-11,Proprietary,2016-07-11,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Grand Traverse,TRAVERSE CITY,1650 BARLOW ST STE 10,49686,67602,GREAT LAKES HOME HEALTHCARE SPECIALISTS,239304,2015-03-23,Proprietary,2015-03-23,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Grand Traverse,TRAVERSE CITY,550 MUNSON AVENUE,49686,67602,MUNSON HOME CARE,237025,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Michigan,MI,Ingham,EAST LANSING,1401 EAST LANSING DR STE 106,48823,64177,WELLSBROOKE CERTIFIED HOME HEALTH CARE,239309,2015-04-16,Proprietary,2015-04-16,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Kent,EAST GRAND RAPIDS,2627 E BELTLINE ST STE 210,49546,64152,MAXIM HEALTHCARE SERVICES INC,239306,2015-06-12,Proprietary,2015-06-12,YES,NO,NO,YES,Not Available,
United States,Michigan,MI,Mecosta,BIG RAPIDS,110 ELM STREET SUITE D,49307,63002,GREAT LAKES CARING,239308,2015-07-24,Proprietary,2015-07-24,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Luce,NEWBERRY,7966 PAMELA LANE,49868,66277,PARALLEL HOME CARE SERVICES,239312,2015-11-10,Proprietary,2015-11-10,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Livingston,BRIGHTON,7077 FIELDCREST ROAD #501,48116,63152,PRO HOME CARE,239313,2015-11-17,Proprietary,2015-11-17,YES,YES,YES,YES,Not Available,
United States,Michigan,MI,Kalamazoo,KALAMAZOO,348 NORTH BURDICK ST,49007,65452,REVERENCE HOME HEALTH AND HOSPICE,237006,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Midland,MIDLAND,3007 NORTH SAGINAW ROAD,48640,66002,MIDMICHIGAN HOME CARE,237015,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Chippewa,SAULT SAINTE MARIE,508 ASHMUN STREET SUITE 120,49783,67102,CHIPPEWA COUNTY HEALTH DEPT,237018,1966-07-01,Government - State/ County,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Livingston,BRIGHTON,8273 W GRAND RIVER AVE SUITE 110,48114,63127,ST JOSEPH MERCY HOME CARE LIVINGSTON,237023,1966-07-01,Non - Profit Religious,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,,BATTLE CREEK,165 N WASHINGTON,49037,62877,BRONSON AT HOME,237028,1966-07-01,Non - Profit Other,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Newaygo,NEWAYGO,231 WEST PINE LAKE DRIVE,49337,66252,COMMUNITY HOME CARE SERVICES,237035,1966-09-20,Proprietary,1996-09-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Michigan,MI,Isabella,MOUNT PLEASANT,501 S MISSION ST,48858,66102,MCLAREN VISITING NURSE & HOSPICE,237036,1966-10-13,Non - Profit Other,1996-10-13,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Michigan,MI,Charlevoix,CHARLEVOIX,220 WEST GARFIELD,49720,63402,NORTHWEST MICHIGAN COMMUNITY HEALTH AGENCY,237042,1967-01-24,Government - Local,1997-01-24,YES,NO,NO,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Flathead,KALISPELL,736 S MAIN ST,59901,76252,FLATHEAD CHOICE HOME HEALTH,277011,1967-04-12,Government - State/ County,1997-04-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Flathead,KALISPELL,275 CORPORATE DR STE 600,59901,76252,HOME OPTIONS HOME HEALTH,277053,1987-06-16,Non - Profit Private,2007-06-16,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Montana,MT,Yellowstone,BILLINGS,2626 FIRST AVE S,59101,75952,RIVERSTONE HEALTH,277012,1967-05-01,Government - State/ County,1997-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Lewis and Clark,HELENA,800 FRONT ST,59601,76227,FRONTIER HOME HEALTH AND HOSPICE,277017,1973-11-28,Proprietary,2003-11-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Lewis and Clark,HELENA,201 S CALIFORNIA,59601,76227,HOMELINK OF ST PETERS,277072,1994-05-09,Non - Profit Private,2009-05-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Lake,RONAN,711 MAIN ST SW,59864,76477,HOME OPTIONS HOME HEALTH,277019,1977-05-01,Non - Profit Private,2007-05-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Pondera,CONRAD,805 SUNSET BLVD,59425,76077,PONDERA HOME HEALTH AGENCY,277030,1982-11-12,Non - Profit Private,2002-11-12,YES,YES,NO,NO,Not Available,
United States,Montana,MT,Sanders,PLAINS,10 KRUGER ROAD,59859,76427,CLARK FORK VALLEY HOME HEALTH,277033,1985-01-01,Non - Profit Other,2005-01-01,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Missoula,MISSOULA,2687 PALMER ST STE B,59808,76402,PARTNERS IN HOME CARE INC,277032,1985-02-04,Non - Profit Private,2005-02-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Ravalli,HAMILTON,1200 WESTWOOD DR,59840,76202,MARCUS DALY MEM HOSP HHA,277039,1985-04-01,Non - Profit Private,2005-04-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Fergus,LEWISTOWN,408 WENDELL AVE,59457,76277,CENTRAL MONTANA MC HOME HEALTH,277040,1985-04-01,Non - Profit Private,2005-04-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Beaverhead,DILLON,600 MT HWY 91 S,59725,76102,BARRETT HOME CARE SERVICES,277041,1985-06-26,Non - Profit Other,2005-06-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Stillwater,COLUMBUS,407 N A ST,59019,76052,STILLWATER COMMUNITY HOSPITAL HHA,277045,1986-02-10,Non - Profit Private,2006-02-10,YES,YES,YES,YES,Not Available,
United States,Montana,MT,Phillips,MALTA,311 S 8TH AVE E,59538,76327,PHILLIPS COUNTY HOSPITAL HOME HEALTH,277050,1987-01-28,Non - Profit Other,2007-01-28,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Montana,MT,Silver Bow,BUTTE,3745 HARRISON AVE STE G,59701,76027,ROCKY MOUNTAIN HOME CARE OF BUTTE,277058,1988-01-25,Proprietary,2008-01-25,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Montana,MT,Park,LIVINGSTON,320 ALPENGLOW LANE,59047,76302,LIVINGSTON HOME CARE AND HOSPICE,277060,1989-04-14,Non - Profit Private,2009-04-14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Dawson,GLENDIVE,202 PROSPECT DR,59330,76127,GLENDIVE MEDICAL CENTER HOME CARE,277061,1989-11-22,Non - Profit Private,2009-11-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Carbon,RED LODGE,2525 N BROADWAY,59068,76452,BEARTOOTH BILLINGS CLINIC HOME CARE,277066,1992-10-20,Non - Profit Private,2007-10-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Yellowstone,BILLINGS,2110 OVERLAND AVE STE 114,59102,75977,ROCKY MOUNTAIN HOME CARE,277068,1993-02-01,Proprietary,2008-02-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Yellowstone,BILLINGS,3940 RIMROCK RD,59102,75977,SENIOR INDEPENDENCE OF MONTANA,277098,2014-05-30,Proprietary,2016-05-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Gallatin,BOZEMAN,205 N TRACY,59715,76002,WEL-HOME HEALTH OF BOZEMAN,277078,1994-11-23,Proprietary,2009-11-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Gallatin,BOZEMAN,205 HAGGERTY LN STE 120,59715,76002,FIRST CHOICE HOME HEALTH,277097,2009-04-24,Proprietary,2011-04-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Custer,MILES CITY,2300 WILSON ST,59301,76352,WEL-HOME HEALTH OF MILES CITY,277079,1994-12-07,Proprietary,2009-12-07,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Cascade,GREAT FALLS,425 1ST AVE N,59401,76152,MEDALLION MEDICAL CARE,277087,1997-09-12,Non - Profit Private,2012-09-12,YES,YES,YES,NO,Same As Expected,3.0 - 4.0
United States,Montana,MT,Cascade,GREAT FALLS,2906 10TH AVE S,59405,76177,SPECTRUM HOME HEALTH,277090,1999-02-18,Non - Profit Other,2014-02-18,YES,YES,YES,NO,Same As Expected,3.0 - 4.0
United States,Montana,MT,Deer Lodge,ANACONDA,118 EAST SEVENTH ST STE 1A,59711,75927,PINTLER HOME HEALTH,277093,2000-06-29,Non - Profit Private,2002-06-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Montana,MT,Missoula,MISSOULA,3301 GREAT NORTHERN AVE STE 203,59801,76377,HOME HEALTH OF MONTANA,277094,2001-05-25,Proprietary,2003-05-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Yakima,YAKIMA,302 S 10TH AVENUE,98902,133627,MEMORIAL HOME CARE SERVICES,507028,1970-01-01,Non - Profit Private,2000-01-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Yakima,YAKIMA,7 SOUTH 10TH AVE,98902,133627,YAKIMA REGIONAL HOME HEALTH & HOSPICE,507043,1978-05-24,Proprietary,2008-05-24,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Chelan,WENATCHEE,903 RED APPLE RD   PO BOX 1887,98801,133577,CENTRAL WASHINGTON HEALTH SERVICES,507029,1971-01-08,Non - Profit Private,2001-01-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Chelan,WENATCHEE,620 NORTH EMERSON AVENUE SUITE 301,98801,133577,HEALTHY OPTIONS LLC,507113,1997-11-20,Proprietary,2012-11-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Pierce,TACOMA,4020 S 56TH ST STE 101,98409,133402,GENTIVA HEALTH SERVICES,507031,1971-08-02,Proprietary,2001-08-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Pierce,TACOMA,3901 SOUTH FIFE STREET,98409,133402,MULTICARE GOOD SAMARITAN HOME HEALTH,507046,1979-06-01,Non - Profit Other,2009-06-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Pierce,TACOMA,3906 SOUTH 74TH STREET STE 101,98409,133402,PUGET SOUND HOME HEALTH,507101,1994-12-01,Proprietary,2009-12-01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Washington,WA,Walla Walla,WALLA WALLA,380 CHASE AVENUE,99362,133552,PROVIDENCE ST MARY HOME HEALTH,507034,1975-01-28,Non - Profit Religious,2005-01-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Walla Walla,WALLA WALLA,830 SOUTH SECOND AVENUE,99362,133552,ADVENTIST HEALTH HOME CARE SERVICES,507060,1985-02-27,Non - Profit Religious,2005-02-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Okanogan,OMAK,800 JASMINE STREET SUITE 2,98841,133027,FRONTIER HOME HEALTH AND HOSPICE,507038,1976-01-01,Proprietary,2006-01-01,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,Cowlitz,LONGVIEW,1035 11TH AVENUE,98632,132952,COMMUNITY HOME HEALTH / HOSPICE,507040,1977-06-01,Non - Profit Private,2007-06-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Cowlitz,LONGVIEW,2145 TIBBETTS DRIVE,98632,132952,PSA HEALTHCARE CERTIFIED,507095,1993-06-23,Proprietary,2008-06-23,YES,NO,NO,NO,Not Available,
United States,Washington,WA,Lewis,CENTRALIA,2120 NORTHPARK STREET SUITE B,98531,132552,ASSURED HOME HEALTH HOSPICE & HOME CARE,507042,1978-01-02,Proprietary,2008-01-02,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,Spokane,SPOKANE,111 WEST NORTH RIVER DRIVE SUITE 204,99201,133252,ASSURED HOME HEALTH,507044,1978-06-01,Proprietary,2008-06-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Thurston,OLYMPIA,3432 SOUTH BAY ROAD NE,98506,133002,PROVIDENCE SOUND HOMECARE & HOSPICE,507004,1978-12-01,Non - Profit Religious,2008-12-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Grant,MOSES LAKE,1417 SOUTH PIONEER WAY,98837,132977,ASSURED HOME HEALTH,507048,1979-11-09,Proprietary,2009-11-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Jefferson,PORT TOWNSEND,2500 WEST SIMS WAY SUITE 300,98368,133077,JEFFERSON HEALTHCARE HOME HEALTH,507050,1979-12-18,Government - Local,2009-12-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,KENT,20829 72ND AVENUE SOUTH SUITE 125,98032,132852,GENTIVA HEALTH SERVICES,507082,1980-10-09,Proprietary,2000-10-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Clark,VANCOUVER,204 SE STONEMILL DRIVE STE 260,98684,133527,GENTIVA HEALTH SERVICES,507081,1980-10-29,Proprietary,2000-10-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,SEATTLE,115 NE 100TH STREET,98125,133202,BROOKDALE HOME HEALTH LLC,507084,1980-10-29,Proprietary,2000-10-29,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,King,SEATTLE,1040 S HENDERSON ST,98108,133127,SEA MAR COMMUNITY HEALTH CENTER,507052,1982-03-17,Non - Profit Private,2002-03-17,YES,YES,YES,YES,Not Available,
United States,Washington,WA,Island,COUPEVILLE,101 N MAIN  PO BOX 400,98239,132602,WHIDBEYHEALTH HOME HEALTH,507055,1982-07-13,Government - Local,2002-07-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Benton,KENNEWICK,18 N AUBURN,99336,132827,KENNEWICK GENERAL HOSP HOME HEALTH,507061,1985-04-10,Non - Profit Other,2005-04-10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Benton,KENNEWICK,8819 WVICTORIA AVENUE STE 110,99336,132827,TRI-CITIES HOME HEALTH,507010,1966-07-01,Proprietary,1996-07-01,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Washington,WA,Snohomish,EVERETT,2731 WETMORE AVENUE,98201,132677,PROVIDENCE HOSPICE AND HOME CARE OF SNOHOMISH CO,507065,1985-05-22,Non - Profit Religious,2005-05-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Clark,VANCOUVER,5400 MCARTHUR BOULEVARD,98661,133477,HOMECARE SOUTHWEST,507064,1985-05-31,Non - Profit Religious,2005-05-31,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Snohomish,EVERETT,728 134TH SW #203,98204,132702,GENTIVA HEALTH SERVICES,507071,1985-08-01,Proprietary,2005-08-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Clallam,PORT ANGELES,801 E FRONT ST,98362,133052,OLYMPIC MEDICAL HOME HEALTH,507072,1986-03-25,Government - State/ County,2006-03-25,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Washington,WA,Spokane,SPOKANE,8502 NORTH  NEVADA STREET SUITE 2,99208,133352,GENTIVA HEALTH SERVICES,507075,1986-04-18,Proprietary,2006-04-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Kitsap,BREMERTON,750 LEBO BOULEVARD,98310,132477,HARRISON HOME HEALTH,507076,1986-08-26,Non - Profit Other,2006-08-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,KIRKLAND,13905 NE 128TH ST,98034,132902,EVERGREENHEALTH HOME CARE,507079,1986-12-04,Non - Profit Other,2006-12-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Klickitat,GOLDENDALE,301 S ROOSEVELT,98620,132777,KLICKITAT VALLEY HEALTH SERVICES HH,507087,1987-12-22,Government - State/ County,2007-12-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Spokane,SPOKANE,104 SOUTH FREYA STREET #319 WHITE FLAG BUILDING,99202,133277,ROCKWOOD HOME HEALTH,507089,1988-07-07,Proprietary,2008-07-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Spokane,SPOKANE,611 NORTH PERRY BUILDING II 2ND FLOOR,99202,133277,PROVIDENCE VNA HOME HEALTH,507019,1966-08-11,Non - Profit Religious,1996-08-11,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Washington,WA,King,DES MOINES,815 SOUTH 216TH STREET,98198,132627,WESLEY HOMES AT HOME LLC,507092,1990-11-15,Non - Profit Religious,2005-11-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,TUKWILA,2811 S 102ND STE 220,98168,133427,PROVIDENCE HOME SERVICES - KING COUNTY,507068,1992-06-22,Non - Profit Religious,2007-06-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,SEATTLE,16255 SYLVESTER RD SW,98166,133227,HIGHLINE HOME CARE SERVICES,507094,1993-01-27,Non - Profit Religious,2008-01-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Kittitas,ELLENSBURG,309 E MOUNTAIN VIEW AVE,98926,132652,KITTITAS VALLEY HOME HEALTH & HOSPICE,507097,1993-08-04,Government - State/ County,2008-08-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,FEDERAL WAY,33600 6TH AVENUE SUITE 600,98003,132752,ASSURED HOME HEALTH,507099,1994-01-21,Proprietary,2009-01-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,FEDERAL WAY,909 S 336TH STREET SUITE 202,98003,132752,SIGNATURE HOME HEATLH,507110,1996-10-28,Proprietary,2011-10-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,FEDERAL WAY,32290 FIRST AVE S,98003,132752,BROOKDALE HOME HEALTH SEATTLE,507123,2013-08-21,Proprietary,2015-08-21,YES,YES,YES,NO,Not Available,
United States,Washington,WA,King,BELLEVUE,1510 140TH AVENUE NE SUITE 100,98005,132402,SIGNATURE HOME HEALTH,507100,1994-10-07,Proprietary,2009-10-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,King,BELLEVUE,14450 NE 29TH PLACE SUITE 106,98007,132427,CAREAGE HOME HEALTH,507102,1994-11-22,Proprietary,2009-11-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Benton,PROSSER,821 MEMORIAL STREET,99350,133102,PROSSER MEMORIAL HOME HEALTH,507103,1995-06-09,Government - Local,2010-06-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Whatcom,BELLINGHAM,316 EMCLEOD SUITE 108,98226,132452,EDEN HOME HEALTH,507105,1995-12-05,Proprietary,2010-12-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Whatcom,BELLINGHAM,459 STUART RD,98226,132452,SIGNATURE HOME HEALTH,507116,2004-12-22,Proprietary,2006-12-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Washington,WA,Kitsap,BREMERTON,4660 KITSAP WAY SUITE 101,98312,132502,GENTIVA HEALTH SERVICES,507106,1996-01-12,Proprietary,2011-01-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
