country,state,abbv,county,city,address,zipcode_x,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr,c_sqr,latitude,longitude,zipcode_y,Population,Male,Female,Median Age,Race,Poverty Count,Poverty Rate,Household Income,Per Capita Income,Unemployment Count,Unemployment Rate,Total housing units,Median year structure built,Median Value for Housing Units,White alone race,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Some other race alone
United States,Kansas,KS,Sedgwick,WICHITA,2622 WEST CENTRAL AVENUE SUITE 401-A,67203,52852,GENTIVA HEALTH SERVICES,178056,4/3/03,Proprietary,4/3/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.6954769,-97.373181,67203,29608,15149,14459,35.3,29608,5074,17.1372602,40672,23141,1069,3.610510673,14589,1956,94100,24542,1282,379,574,1643
United States,Kansas,KS,Johnson,SHAWNEE MISSION,7312 ANTIOCH ROAD,66204,52502,SHAWNEE MISSION HOME HEALTH CARE,178058,8/28/03,Non - Profit Religious,8/28/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.9956257,-94.6867418,66204,19954,10258,9696,34,19954,2231,11.18071565,51813,27937,602,3.01693896,9778,1966,140600,17153,1404,32,680,195
United States,Kansas,KS,Wyandotte,BONNER SPRINGS,1400 SOUTH 130TH STREET,66012,51127,BLESSED TRINITY HOME HEALTH CARE INC,178059,2/24/04,Proprietary,2/24/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.0743713,-94.8829824,66012,11287,5587,5700,41.2,11287,837,7.41561088,68893,30857,450,3.98688757,4535,1980,189300,10097,729,53,64,96
United States,Kansas,KS,Seward,LIBERAL,502 NORTH KANSAS,67901,51902,HEALTH WATCH HEALTH CARE OF LIBERAL LLC,178061,11/5/04,Proprietary,11/5/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.0431495,-100.9225283,67901,22336,11408,10928,29,22336,4242,18.99176218,47426,20640,999,4.472600287,7759,1969,89900,13340,992,153,675,6532
United States,Kansas,KS,Kearny,LAKIN,500 EAST THORPE STREET,67860,51802,KEARNY COUNTY HOME HEALTH AGENCY,178063,12/1/04,Government - State/ County,12/1/06,YES,YES,NO,YES,Same As Expected,3.0 - 4.0,3.5,37.9460058,-101.2540917,67860,2703,1473,1230,34.9,2703,239,8.842027377,49231,25732,26,0.961894192,1119,1973,96700,2186,27,25,17,332
United States,Kansas,KS,Johnson,LEAWOOD,13002 STATELINE ROAD,66209,51852,CONTINUA HOME HEALTH,178067,11/22/05,Proprietary,11/22/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.891412,-94.609088,66209,19271,9332,9939,48.5,19271,516,2.677598464,104098,68809,552,2.864407659,8426,1989,357900,17341,436,12,1010,13
United States,Kansas,KS,Wilson,FREDONIA,314 NORTH 7TH STREET,66736,51427,HOME TOWN HEALTH CARE LLC,178068,4/13/06,Proprietary,4/13/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.5327127,-95.8262841,66736,3701,1819,1882,43.9,3701,774,20.91326668,39333,23098,79,2.134558228,1998,1954,68000,3436,35,32,44,15
United States,Kansas,KS,Shawnee,TOPEKA,2016 SW 37TH STREET SUITE 100,66611,52652,ENCOMPASS HOME HEALTH OF KANSAS,178069,5/3/06,Proprietary,5/3/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.0010688,-95.7029618,66611,9600,4472,5128,38,9600,1081,11.26041667,42665,26999,236,2.458333333,4918,1963,107400,7693,791,61,183,458
United States,Kansas,KS,Sedgwick,WICHITA,8338 WEST 13TH STREET NORTH,67212,52977,ENCOMPASS HOME HEATLH OF KANSAS,178074,12/28/06,Proprietary,12/28/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.70964,-97.438873,67212,44888,22132,22756,38.2,44888,4445,9.90242381,56196,27864,1159,2.581981821,19040,1981,134500,39882,1469,349,679,676
United States,Kansas,KS,Lyon,EMPORIA,417 COMMERCIAL SUITE A,66801,51352,AT-HOME HEALTH CARE INC,178075,7/16/07,Proprietary,7/16/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.4033468,-96.1805837,66801,28424,13799,14625,30.9,28424,6160,21.67182663,38893,22760,1111,3.908668731,12866,1967,96400,24877,809,144,635,831
United States,Kansas,KS,Johnson,OVERLAND PARK,6811 SHAWNEE MISSION PARKWAY SUITE 115,66202,52202,PHOENIX HOME CARE,178077,8/5/08,Proprietary,8/5/10,YES,YES,NO,YES,Same As Expected,3.0 - 4.0,3.5,39.0138678,-94.6656623,66202,15874,7612,8262,33.3,15874,1459,9.19113015,55018,33947,430,2.708832052,8581,1966,150300,13678,1107,29,463,98
United States,Kansas,KS,Johnson,PRAIRIE VILLAGE,8101 MISSION  ROAD,66208,52402,HEALTH AT HOME,178079,9/22/08,Proprietary,9/22/10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.9819734,-94.6293376,66208,21350,9962,11388,38.8,21350,786,3.681498829,90231,57244,305,1.428571429,9689,1956,233700,20754,188,0,161,70
United States,Kansas,KS,Sherman,GOODLAND,655-B EAST 22ND,67735,51502,GOODLAND REGIONAL HOME HEALTH AGENCY,178081,8/5/09,Proprietary,8/5/11,YES,YES,NO,YES,Not Available,,,39.3347626,-101.7049977,67735,5443,2708,2735,38.3,5443,974,17.89454345,46348,23460,109,2.002572111,2848,1966,76800,5025,66,23,40,236
United States,Kansas,KS,Sedgwick,WICHITA,1631 EAST 17TH STREET NORTH SUITE 100,67214,53027,LOVING TOUCH HOME HEALTH SERVICES,178086,3/4/10,Non - Profit Private,3/4/12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.7151083,-97.3187902,67214,15070,7208,7862,31.1,15070,6026,39.9867286,22362,13080,882,5.852687459,7820,1948,48700,6478,6924,48,430,442
United States,Kansas,KS,Sedgwick,WICHITA,2102 EAST 21ST STREET NORTH #B,67214,53027,MERCY HOME HEALTHCARE AGENCY,178089,3/23/11,Proprietary,3/23/13,YES,YES,YES,YES,Not Available,,,,,67214,15070,7208,7862,31.1,15070,6026,39.9867286,22362,13080,882,5.852687459,7820,1948,48700,6478,6924,48,430,442
United States,Kansas,KS,Sedgwick,WICHITA,1202 EAST 1ST STREET NORTH,67214,53027,CRAIG HOMECARE,178103,8/21/13,Proprietary,8/21/15,YES,NO,NO,YES,Not Available,,,37.6881467,-97.3239732,67214,15070,7208,7862,31.1,15070,6026,39.9867286,22362,13080,882,5.852687459,7820,1948,48700,6478,6924,48,430,442
United States,Kansas,KS,Sedgwick,WICHITA,2312 SOUTH MERIDIAN SUITE 102,67213,53002,SUNFLOWER HOME HEALTH & HOSPICE,178092,5/3/12,Proprietary,5/3/14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.6523936,-97.3702307,67213,22988,11401,11587,32.1,22988,6177,26.87054115,31823,16064,921,4.006438142,9977,1954,65800,19159,1309,247,338,664
United States,Kansas,KS,Miami,PAOLA,100 ANGELA SUITE 4,66071,52302,TURNING POINT HOME HEALTH CARE,178097,4/29/13,Proprietary,4/29/15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.6828768,-97.4979391,66071,12233,5909,6324,43.6,12233,1096,8.95937219,65568,30941,259,2.117223903,5020,1977,174000,11838,141,40,0,0
United States,Kansas,KS,Shawnee,TOPEKA,1251 SW ARROWHEAD SUITE 103,66604,52602,INTERIM HEALTHCARE OF TOPEKA,178098,6/7/13,Proprietary,6/7/15,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.0431592,-95.7577143,66604,22796,11148,11648,36.4,22796,4292,18.82786454,41378,25942,559,2.452184594,11232,1956,98300,18958,1910,117,213,516
United States,Kansas,KS,Shawnee,TOPEKA,506 SW 10TH AVENUE,66612,52677,CRAIG HOMECARE,178102,8/21/13,Proprietary,8/21/15,YES,NO,NO,YES,Not Available,,,39.0478539,-95.6819597,66612,2594,1307,1287,35.5,2594,1364,52.58288358,14247,12886,274,10.56283732,1675,1943,50500,1651,558,46,0,70
United States,Kansas,KS,Sedgwick,WICHITA,2020 NORTH WEBB ROAD #203,67206,52902,LOVE MY NURSE LLC,178104,3/26/15,Proprietary,3/26/15,YES,YES,YES,YES,Not Available,,,,,67206,15955,7877,8078,46,15955,1486,9.313694767,67188,53556,369,2.312754622,7646,1984,236400,13591,813,89,843,140
United States,Kansas,KS,Johnson,OVERLAND PARK,4700 INDIAN CREEK PARKWAY,66207,52227,AHC HOME HEALTH OF KANSAS CITY LLC,178106,11/23/15,Proprietary,11/23/15,YES,YES,YES,YES,Not Available,,,38.9369872,-94.6404343,66207,13457,6529,6928,49.2,13457,518,3.849297763,88346,54394,285,2.117856877,6153,1967,249000,12383,291,68,387,123
United States,Kansas,KS,Cloud,CONCORDIA,910 WEST 11TH,66901,51277,CLOUD COUNTY HOME HEALTH AGENCY,177003,7/1/66,Government - State/ County,7/1/96,YES,YES,YES,YES,Not Available,,,39.5658953,-97.6750318,66901,6306,3061,3245,40,6306,842,13.35236283,40219,25011,199,3.155724707,3030,1950,80100,5851,71,28,66,146
United States,Kansas,KS,Washington,WASHINGTON,104 EAST 2ND STREET,66968,52777,WASHINGTON COUNTY HHA,177021,7/1/66,Government - State/ County,7/1/96,YES,YES,YES,YES,Not Available,,,39.8186978,-97.0511747,66968,1645,808,837,48.8,1645,87,5.288753799,51010,24707,24,1.458966565,821,1958,78200,1570,8,12,9,3
United States,Kansas,KS,Harper,ANTHONY,123 N JENNINGS,67003,51002,HARPER COUNTY HHA,177023,9/30/66,Government - State/ County,9/30/96,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,37.1530527,-98.0299115,67003,2593,1281,1312,45.2,2593,314,12.10952565,45114,26963,61,2.352487466,1421,1951,64700,2530,0,47,0,0
United States,Maryland,MD,Baltimore (city),BALTIMORE,6401 YORK ROAD 3RD FLOOR,21212,61227,BALTIMORE COUNTY COMMUNITY HEALTH SERVICES HHA,217027,6/5/67,Government - Local,6/5/97,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0,4.75,39.3730973,-76.6088406,21212,34054,15537,18517,39.1,34054,4650,13.65478358,68324,43286,1562,4.586832678,14552,1949,278500,17695,14033,21,1248,142
United States,Maryland,MD,Montgomery,SILVER SPRING,11800 TECH ROAD - SUITE #240,20904,62102,HOLY CROSS HOME CARE AND HOSPICE,217030,5/21/68,Non - Profit Religious,5/21/98,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,,,20904,56874,26285,30589,39,56874,4520,7.947392482,76173,36312,2767,4.865140486,22063,1983,383500,15066,25690,30,7995,4765
United States,Maryland,MD,Montgomery,SILVER SPRING,12041 BOURNEFIELD WAYSUITE B,20904,62102,ADVENTIST HOME HEALTH SERVICES,217032,1/3/74,Non - Profit Religious,1/3/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.0541891,-76.9609754,20904,56874,26285,30589,39,56874,4520,7.947392482,76173,36312,2767,4.865140486,22063,1983,383500,15066,25690,30,7995,4765
United States,Maryland,MD,Montgomery,SILVER SPRING,3120 GRACEFIELD ROAD,20904,62102,RIDERWOOD INC,217156,2/21/06,Non - Profit Private,2/21/08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.048322,-76.9509092,20904,56874,26285,30589,39,56874,4520,7.947392482,76173,36312,2767,4.865140486,22063,1983,383500,15066,25690,30,7995,4765
United States,Maryland,MD,Montgomery,SILVER SPRING,2141 INDUSTRIAL PARWAY SUITE 201,20904,62102,COMPREHENSIVE HOME HEALTH CARE AGENCY,217163,11/23/10,Proprietary,11/23/12,YES,YES,YES,YES,Not Available,,,39.053411,-76.9693018,20904,56874,26285,30589,39,56874,4520,7.947392482,76173,36312,2767,4.865140486,22063,1983,383500,15066,25690,30,7995,4765
United States,Maryland,MD,Allegany,CUMBERLAND,1050 WEST INDUSTRIAL BLVD,21502,61577,WESTERN MARYLAND HEALTH SYSTEM HOME CARE,217031,7/1/69,Non - Profit Private,7/1/99,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.6313697,-78.7502876,21502,42876,23336,19540,42.7,42876,7336,17.10980502,39329,21733,1592,3.713032932,19216,1953,119600,36644,4624,95,301,159
United States,Maryland,MD,Frederick,FREDERICK,605 EAST CHURCH STREET,21701,61702,FREDERICK MEMORIAL HOSP HHA,217034,1/21/74,Non - Profit Private,1/21/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.4198169,-77.3959716,21701,36588,17011,19577,40.1,36588,3302,9.02481688,74770,38534,1036,2.831529463,16297,1982,282700,29723,3796,117,1356,467
United States,Maryland,MD,Baltimore,BALTIMORE,1501 S EDGEWOOD ST SUITE A,21227,61352,PHR OF BALTIMORE INC,217036,1/16/75,Proprietary,1/16/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.2614443,-76.667296,21227,34446,16984,17462,34,34446,5581,16.20217151,62354,26833,1147,3.32984962,13368,1957,207400,25045,5180,41,1891,800
United States,Maryland,MD,Frederick,FREDERICK,1446 W PATRICK STREET SUITES 15 16 & 17,21702,61727,HOME CALL - FREDERICK,217040,3/15/79,Proprietary,3/15/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.415535,-77.438229,21702,39781,18925,20856,37.8,39781,3282,8.250169679,70833,35811,1072,2.694753777,16105,1986,267600,27020,7763,230,2226,758
United States,Maryland,MD,Harford,FOREST HILL,19 NEWPORT DRIVE STE 201,21050,61652,AMEDISYS HOME HEALTH OF BALTIMORE,217045,11/15/79,Proprietary,11/15/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.577138,-76.379871,21050,18533,9178,9355,42.8,18533,757,4.084605838,100569,39364,491,2.649328225,6586,1992,334200,17220,563,24,336,42
United States,Maryland,MD,Carroll,WESTMINSTER,511 JERMOR LANE  SUITE 200,21157,62202,AMEDISYS HOME HEALTH,217048,5/23/80,Proprietary,5/23/00,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.5650848,-76.97983,21157,37358,18524,18834,41.3,37358,3038,8.132126988,73606,34216,1067,2.856148616,14651,1976,301500,34478,1566,71,464,211
United States,Maryland,MD,Carroll,WESTMINSTER,844 WASHINGTON ROAD SUITE 301,21157,62202,HOME CALL INC WESTMINSTER,217115,4/1/85,Proprietary,4/1/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.5500668,-76.9918616,21157,37358,18524,18834,41.3,37358,3038,8.132126988,73606,34216,1067,2.856148616,14651,1976,301500,34478,1566,71,464,211
United States,Maryland,MD,Carroll,WESTMINSTER,187 WEST MAIN STREET,21157,62202,SPIRITRUST LUTHERAN HOME CARE & HOSPICE,217153,3/24/04,Non - Profit Religious,3/24/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.5806299,-77.0018589,21157,37358,18524,18834,41.3,37358,3038,8.132126988,73606,34216,1067,2.856148616,14651,1976,301500,34478,1566,71,464,211
United States,Maryland,MD,Prince George's,UPPER MARLBORO,1101 MERCANTILE LANE SUITE 292,20774,62177,REVIVAL HOMECARE AGENCY,217047,7/1/80,Proprietary,7/1/00,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.9052766,-76.8368688,20774,44154,19798,24356,41.3,44154,2447,5.541966753,93725,42316,1785,4.042668841,17862,1990,281100,1671,39914,26,1284,450
United States,Maryland,MD,Baltimore,TOWSON,200 EAST JOPPA ROAD STE 103,21286,62152,PERSONAL TOUCH HOME CARE OF BA,217058,10/1/81,Proprietary,10/1/01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.4022982,-76.5995382,21286,20745,9540,11205,38.7,20745,2245,10.82188479,74801,39018,476,2.294528802,8628,1960,303600,17219,1979,46,879,54
United States,Maryland,MD,Baltimore,TOWSON,8600 LASALLE RD STE 335,21286,62152,BAYADA HOME HEALTH INC,217101,6/4/84,Proprietary,6/4/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.3948783,-76.5775534,21286,20745,9540,11205,38.7,20745,2245,10.82188479,74801,39018,476,2.294528802,8628,1960,303600,17219,1979,46,879,54
United States,Maryland,MD,Talbot,EASTON,29509 CANVASBACK DRIVE SUITE 204,21601,61602,HOMECALL,217066,3/18/82,Proprietary,3/18/02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.7733821,-76.0517467,21601,23986,11362,12624,46.7,23986,2704,11.27324272,56024,37068,662,2.7599433,11989,1982,299000,19434,2752,58,442,269
United States,Maryland,MD,Talbot,EASTON,121 FEDERAL STREET STE 3,21601,61602,SHORE HOME CARE,217139,5/15/96,Non - Profit Other,5/15/11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.7755095,-76.078577,21601,23986,11362,12624,46.7,23986,2704,11.27324272,56024,37068,662,2.7599433,11989,1982,299000,19434,2752,58,442,269
United States,Maryland,MD,Baltimore,BALTIMORE,9601 PULASKI PARK DRIVE SUITE 417,21220,61302,MEDSTAR HEALTH VNA,217068,10/1/82,Non - Profit Private,10/1/02,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0,4.75,39.3535414,-76.4499863,21220,40868,19660,21208,38.3,40868,4674,11.43682098,61949,28813,1699,4.157286875,16594,1974,192600,30293,8370,152,1064,120
United States,Maryland,MD,Baltimore,TIMONIUM,2300 DULANEY VALLEY RD,21093,62127,STELLA MARIS INC,217072,4/6/83,Non - Profit Religious,4/6/03,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.4516351,-76.594601,21093,37810,18271,19539,47,37810,1441,3.811161069,88023,49279,774,2.047077493,16299,1975,356500,31193,1378,76,4247,245
United States,Maryland,MD,Howard,COLUMBIA,9700 PATUXENT WOODS DRIVE SUITE 131,21046,61552,GENTIVA CERTIFIED HEALTHCARE,217071,7/1/83,Proprietary,7/1/03,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.1786512,-76.8488181,21046,16178,7711,8467,36.2,16178,1416,8.752627024,104522,47459,577,3.566571888,6598,1985,369100,9776,4476,5,1417,133
United States,Maryland,MD,Wicomico,SALISBURY,1001 MOUNT HERMON STREET SUITE 200,21804,62077,PENINSULA HOME CARE LLC,217079,12/19/83,Proprietary,12/19/03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.368491,-75.5773846,21804,40100,18806,21294,32.1,40100,7809,19.47381546,47361,24996,1500,3.740648379,16646,1981,165400,26307,10644,130,1184,710
United States,Maryland,MD,Wicomico,SALISBURY,6512 DEER POINTE DRIVE SUITE B,21804,62077,AMEDISYS HOME HEALTH,217111,7/1/84,Proprietary,7/1/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.3720899,-75.5193446,21804,40100,18806,21294,32.1,40100,7809,19.47381546,47361,24996,1500,3.740648379,16646,1981,165400,26307,10644,130,1184,710
United States,Maryland,MD,Wicomico,SALISBURY,220 TILGHMAN ROAD,21804,62077,ENCOMPASS HOME HEALTH OF MARYLAND,217157,11/16/07,Proprietary,11/16/09,YES,YES,YES,NO,Same As Expected,3.0 - 4.0,3.5,38.36885,-75.54926,21804,40100,18806,21294,32.1,40100,7809,19.47381546,47361,24996,1500,3.740648379,16646,1981,165400,26307,10644,130,1184,710
United States,Maryland,MD,Baltimore (city),BALTIMORE,5901 HOLABIRD AVENUE SUITE A,21224,61327,JOHNS HOPKINS HOME CARE GROUP,217081,3/13/84,Non - Profit Private,3/13/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.2698428,-76.5457524,21224,49686,24602,25084,32.8,49686,8477,17.06114398,61000,33703,1682,3.385259429,22774,1939,192400,35312,8730,201,873,3260
United States,Maryland,MD,Baltimore (city),BALTIMORE,5901 HOLABIRD AVENUE SUITE A,21224,61327,JOHNS HOPKINS PEDS AT HOME,217131,2/19/93,Government - Local,2/19/08,YES,YES,YES,YES,Not Available,,,39.2698428,-76.5457524,21224,49686,24602,25084,32.8,49686,8477,17.06114398,61000,33703,1682,3.385259429,22774,1939,192400,35312,8730,201,873,3260
United States,Maryland,MD,Montgomery,ROCKVILLE,6001 MONTROSE ROAD  301,20852,62027,POTOMAC HOME HEALTH CARE,217084,4/5/84,Non - Profit Other,4/5/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.0532354,-77.1208915,20852,46784,22317,24467,38,46784,3381,7.226829685,97730,57659,1394,2.979651163,21356,1982,490600,30956,3324,186,8806,1486
United States,Maryland,MD,Washington,HAGERSTOWN,1799 HOWELL ROAD,21740,61827,MERITUS HOME HEALTH,217085,5/4/84,Non - Profit Private,5/4/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.6181213,-77.6966915,21740,61849,32005,29844,37.5,61849,11214,18.13125515,45205,22592,2603,4.208637165,25565,1966,167800,46608,9742,170,1203,653
United States,Maryland,MD,Baltimore,ROSEDALE,7106 RIDGE ROAD SUITE 110,21237,62052,AMEDISYS HOME HEALTH,217094,6/8/84,Proprietary,6/8/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,41.0808989,-81.7357652,21237,30987,14615,16372,37.3,30987,2514,8.113079679,63563,29385,1178,3.801594217,12347,1977,215800,17473,9633,139,2078,761
United States,Maryland,MD,Anne Arundel,GLEN BURNIE,811 CROMWELL PARK DRIVE STES 109,21061,61802,AMEDISYS HOME HEALTH OF MARYLAND,217108,6/28/84,Proprietary,6/28/04,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.17532,-76.640486,21061,54247,25780,28467,36.1,54247,4946,9.117554888,63635,30485,2272,4.188250041,22483,1972,239200,32938,12840,249,3348,2263
United States,Maryland,MD,Baltimore (city),BALTIMORE,22 SOUTH ATHOL AVENUE,21229,61402,HOMECARE MARYLAND,217107,8/8/84,Proprietary,8/8/04,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0,4.75,39.2845915,-76.6904767,21229,47710,21937,25773,35.5,47710,8128,17.03626074,45439,23171,3067,6.428421715,20503,1951,126000,8157,36318,49,1307,298
United States,Maryland,MD,Prince George's,LANHAM,4429 FORBES BLVD,20706,61902,PROFESSIONAL HEALTHCARE,217120,9/20/85,Proprietary,9/20/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.9504225,-76.83163,20706,38938,18976,19962,37.2,38938,3740,9.605013098,72454,28467,1660,4.263187632,13231,1968,260600,5968,26326,34,1373,4453
United States,Maryland,MD,Baltimore,OWINGS MILLS,10999 RED RUN BLVD SUITE 100,21117,61977,COMMUNITY HOME HEALTH OF MD,217121,10/23/86,Proprietary,10/23/06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.4228123,-76.8062056,21117,58759,27991,30768,35.6,58759,4488,7.637978863,74994,39716,1796,3.056553039,23849,1992,275500,27004,24560,75,4674,415
United States,Maryland,MD,Baltimore,OWINGS MILLS,10451 MILL RUN CIRCLE SUITE 400,21117,61977,CELTIC HEALTHCARE,217162,9/29/10,Proprietary,9/29/12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.4056119,-76.7937896,21117,58759,27991,30768,35.6,58759,4488,7.637978863,74994,39716,1796,3.056553039,23849,1992,275500,27004,24560,75,4674,415
United States,Maryland,MD,Garrett,OAKLAND,1025 MEMORIAL AVENUE,21550,61952,GARRETT CNTY HLTH DEPT,217809,7/1/87,Government - Local,7/1/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.417332,-79.393113,21550,14452,7046,7406,45.6,14452,2023,13.99806255,42555,24565,411,2.843897038,8333,1980,161500,13911,100,8,72,9
United States,Maryland,MD,Baltimore (city),BALTIMORE,4701 MOUNT HOPE DRIVE SUITE A,21215,61252,HOME CALL OF BALTIMORE,217123,9/14/87,Proprietary,9/14/07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.346612,-76.7061434,21215,61019,27796,33223,40.6,61019,15928,26.10334486,36763,21000,4125,6.760189449,26992,1946,122300,10417,48999,66,326,450
United States,Maryland,MD,Baltimore (city),BALTIMORE,2535 SAINT PAUL STREET,21218,61277,P-B  HEALTH HOME CARE,217134,7/20/94,Proprietary,7/20/09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.318936,-76.61512,21218,47928,22704,25224,34.7,47928,11019,22.9907361,39598,26095,2861,5.969370723,22814,1939,151800,13727,29519,286,2632,297
United States,Maryland,MD,Baltimore,BALTIMORE,725 MOUNT WILSON LANE STE 134,21208,61202,HEALTH AT HOME,217136,9/14/95,Proprietary,9/14/10,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.381286,-76.76458,21208,36283,16255,20028,45.6,36283,3402,9.376291927,69339,42825,969,2.670672216,16106,1974,252700,19509,15128,44,1014,237
United States,Maryland,MD,Baltimore,BALTIMORE,1700 REISTERSTOWN ROAD SUITE 109,21208,61202,HOMECENTRIS HOME HEALTH LLC,217161,8/3/10,Proprietary,8/3/12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.3805304,-76.7308604,21208,36283,16255,20028,45.6,36283,3402,9.376291927,69339,42825,969,2.670672216,16106,1974,252700,19509,15128,44,1014,237
United States,Maryland,MD,Baltimore,BALTIMORE,715 MAIDEN CHOICE LANE,21228,61377,CHARLESTOWN HOME HEALTH AGENCY,217137,10/19/95,Non - Profit Religious,10/19/10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.2690103,-76.7014073,21228,48961,23621,25340,42.1,48961,3467,7.081146218,79716,37046,1385,2.828782092,19503,1963,300500,33011,10162,235,3993,518
United States,Maryland,MD,Charles,HUGHESVILLE,7627 LEONARDTOWN ROAD,20637,61852,CHESAPEAKE POTOMAC HOME HEALTH AGENCY,217138,12/4/95,Non - Profit Other,12/4/10,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,38.5482276,-76.8022624,20637,5164,2521,2643,46,5164,228,4.415182029,131429,49712,130,2.51742835,1805,1994,392800,3808,931,0,244,19
United States,Maryland,MD,Kent,CHESTERTOWN,6602  CHURCH HILL ROAD,21620,61527,CHESTER RIVER HOME CARE AND HOSPICE LLC,217142,2/1/97,Non - Profit Other,2/1/12,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5,1.75,39.1978688,-76.0365164,21620,12679,5831,6848,47.6,12679,1428,11.26271788,56293,29681,345,2.721034782,6099,1977,243600,9945,2394,0,184,20
United States,Maryland,MD,Prince George's,LARGO,1401 MERCANTILE LANE SUITE 351,20774,61927,AMEDISYS HOME HEALTH CARE,217149,10/24/00,Proprietary,10/24/02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,38.909312,-76.8367336,20774,44154,19798,24356,41.3,44154,2447,5.541966753,93725,42316,1785,4.042668841,17862,1990,281100,1671,39914,26,1284,450
United States,Maryland,MD,Prince George's,CALVERTON,4061 POWDER MILL ROAD SUITE 500,20705,61502,MEDSTAR HEALTH VNA INC,217150,8/1/02,Non - Profit Other,8/1/04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.0462847,-76.9350477,20705,28139,13335,14804,37.1,28139,3345,11.88741604,76940,30373,1319,4.687444472,9306,1975,286000,7816,11106,301,3189,4791
United States,Maryland,MD,Cecil,ELKTON,107 CHESAPEAKE BLVD SUITE 114,21921,61627,AMEDISYS HOME HEALTH,217151,6/21/03,Proprietary,6/21/05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0,3.5,39.6025319,-75.787607,21921,43940,21594,22346,38.5,43940,5382,12.24852071,64351,29316,1372,3.12243969,17453,1984,234600,37205,4188,20,741,701
